Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.0707048841583,17.6632278606203,18.2125671747754,16.6138850156371,14.2100303992191,14.4151557410245,18.0762892471421,17.2797984562396,19.3715390134256,15.7234475678136
Argentina,ARG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,9.22572828013488,8.9823994804111,9.20544177021613,5.40298410146417,5.21279058881723,6.90388925607922,4.42289139264312,4.75157524338594,5.44959440578319,..
Argentina,ARG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,89,90,90,94,86,77,86,85,80,82
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,11.7805740385254,13.5667926798789,13.9693177780045,16.3258502050892,14.7057366680037,13.5982843701675,15.0119803984295,15.2996935612041,13.8912663507893,12.8251676959106
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,..,4.9,5,4.9,4.6,4.7,5,5.4,5.1,5.1
Argentina,ARG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.153056135905,22.0541072112108,21.782123219335,23.7195923321304,23.1578477391434,22.4088763711802,23.4994644263761,24.0075527787773,25.0563816101503,23.9911813202287
Argentina,ARG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,26.5799916024707,41.1193799882279,26.0063792819079,42.0336689575031,49.1955790596612,40.0830878011993,53.8020877665554,69.8760842459268,135.368876310592,207.9218609534
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.6,76.105,76.543,76.77,76.847,75.878,73.948,75.806,77.395,..
Argentina,ARG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,19.6703052646326,20.4045569707469,19.5114139324649,24.2488903055263,25.5139709712499,25.2086565639736,29.0029626540922,26.8602508226851,21.7471562351395,22.1933352341159
Argentina,ARG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.850128597463815,0.809245362717563,0.84775481125944,0.732300347538541,0.699696134379197,0.734111593948744,0.630055381810861,0.686383404283536,0.472747196738259,..
Argentina,ARG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,142.241,145.147,139.758,131.224,125.303,121.181,130.353,131.484,137.706,..
Argentina,ARG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,11.7,11.4,11,10.7,10.5,10.3,10,9.8,9.6,..
Argentina,ARG,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,100,106.1,103,104.2,103.4,104,113.9,114.2,109.4,..
Argentina,ARG,Net migration,SM.POP.NETM,5464,5215,4931,5742,5397,292,314,5589,4133,3454
Argentina,ARG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,-18869466.7816162,2619663.00010681,-1165737.03289032,73223083.4960938,9495451.92718506,103078170.776367,156561065.673828,385349548.339844,259022705.078125,..
Argentina,ARG,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,494433532.139966,391579047.663514,479937459.80843,522441503.008565,561398444.719757,648090050.021815,902789422.017933,1056459895.66862,1008986442.5663,1044365105.03816
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,15.8867142423877,16.0413905118958,16.1833799224611,16.3171137395905,16.4335255363231,16.5133665121004,16.5573305708721,16.5922716858687,16.6399559321662,..
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1.04725888735726,0.968911125580978,0.881249595012674,0.822969480473088,0.710900853077743,0.484665636741261,0.265879395046274,0.210808731072658,0.286976121920089,0.345829819817895
Argentina,ARG,"Population, total",SP.POP.TOTL,43477012,43900313,44288894,44654882,44973465,45191965,45312281,45407904,45538401,45696159
Argentina,ARG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,1.3,1.1,1.6,1.7,2.2,1.4,1.3,1.2,1
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,30.3,25.7,32,35.5,42,37.3,39.2,41.7,38.1
Argentina,ARG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Argentina,ARG,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,2,..,..,..,..,..,..
Argentina,ARG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,105.966493596972,106.53556124907,101.523895644883,100.145531751709,100.286471247217,99.8427784444202,102.877639887141,100.310147105379,98.9436486948575,..
Argentina,ARG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,22.1490803040164,21.2567013071388,19.3371239744582,17.7024488717292,17.7888990504455,17.4777322783093,18.0764989044589,17.9272315382489,17.8684969726739,..
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,112.936653137207,111.654647827148,109.879669189453,109.305458068848,109.338218688965,108.504623413086,108.139617919922,106.759826660156,102.535244031037,..
Argentina,ARG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02838003635406,1.02081000804901,1.01962995529175,1.02131998538971,1.02056002616882,1.0242600440979,..,..,..,..
Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,107.504867553711,109.598327636719,110.377799987793,109.671241760254,110.460151672363,112.376731872559,115.735778808594,114.14811706543,105.574584297051,..
Argentina,ARG,Surface area (sq. km),AG.SRF.TOTL.K2,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,..
Argentina,ARG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,12.3365069418291,12.0972836411962,10.939623860491,9.79144712037089,10.3919973375121,10.70812114449,11.3410740330927,11.0858180930687,9.98093648141313,..
Argentina,ARG,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,7.4,7.5,7.5,7.2,9.4,9.4,9.4,9.6,9.6,9.7
Argentina,ARG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,24.733642858859,35.8834637729343,51.7302547597257,51.5485845475577,51.0995074768097,43.0976319782414,31.0245129800709,33.2585875077557,51.3539448345211,..
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1.18505436466263,1.10433531557669,1.01430816498057,0.9547647881172,0.842521815308169,0.615028911928924,0.393904283014769,0.338668250794531,0.412511398836538,0.471206008710255
Australia,AUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,12.038,10.939,10.235,9.741,8.763,7.726,7.089,6.747,6.715,..
Australia,AUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.3759901241561,2.40555300214607,2.70644694209046,2.46003762123075,2.11578072211076,2.01224930777837,2.30383992497922,2.67322768587611,2.57350206211225,2.21816550483994
Australia,AUS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.8739837398374,2.15914634146341,2.45094336788618,2.50609756097561,2.14634146341463,1.70325203252033,2.2479674796748,2.36178861788618,..,..
Australia,AUS,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,98.8,98.8,99.4,98.7,98.8,96,..,..,..,..
Australia,AUS,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,66.93,..,..,..,..,..,..,..,..
Australia,AUS,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,10157.1653840203,10196.8479313322,10040.7488630314,10036.6706941858,10025.7250631996,9933.58557724577,9843.21372769882,9925.08033723939,9822.50367381981,..
Australia,AUS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5318.66679266228,5216.98867184459,5162.45894302308,5086.37378454852,5231.57466031316,5159.03638381788,5006.44306522882,4942.98480698243,4928.96993813241,..
Australia,AUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.0661262864303,19.2787442533207,21.2566174818153,21.8940905352475,24.1596779983146,24.0267391579698,22.0566759771447,25.5315880289865,26.7992411333458,24.705209306537
Australia,AUS,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.814,1.752,1.741,1.74,1.657,1.581,1.7,1.63,1.5,..
Australia,AUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,46892808567.8515,42970225977.7088,48199372039.9014,60686639529.9229,38745129661.1196,17976843681.3118,31518948092.7139,70364982117.0187,33132167545.8866,54187965386.7088
Australia,AUS,Forest area (sq. km),AG.LND.FRST.K2,1330945,1340372,1340174,1340051,1340051,1340051,1340051,1340051,1340051,..
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1351296372254.31,1206836962281.84,1325582658156.54,1427809041019.44,1392723834562.64,1328414058378.38,1556735770437.26,1690858246994.43,1728057316695.61,1752193307380.34
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.19016928695221,2.7593859723839,2.27959179820343,2.87846971467883,2.17154505737176,-0.119590735829973,2.11116814768786,4.24238555336139,3.44199220009025,1.4311125201703
Australia,AUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,60520,54100,51480,53080,54890,53630,57180,60710,63160,62550
Australia,AUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,45320,46140,47040,48600,50900,52760,57530,63370,67480,68800
Australia,AUS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1441462730286.21,1308840699663.06,1266055498561.11,1324951828019.18,1390620135689.17,1375516610057.42,1468717768493.45,1579305202101.09,1683419888355.52,1701532748783.19
Australia,AUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1079313252546.17,1116133022929.95,1156953422313.79,1213204815278.53,1289553627780.79,1353335014949.38,1477673952729.91,1648430646279.74,1798514656893.21,1871745594182.92
Australia,AUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,26.2736236773973,25.4481836814214,24.1763030856454,24.6464120040498,23.391288227558,22.4277286299436,22.9372400904775,23.7681889552934,23.9740168793693,24.391289723081
Australia,AUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,19.6921472541598,20.6275044745549,18.0967924595604,18.1371018191307,21.2199332352628,21.4757898705835,22.3940766008599,25.8318704116272,25.2582777120781,25.1586416457084
Australia,AUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95,95,94,94,94,93,93,96,91,91
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.5978056416682,21.6953352224542,20.9471141947652,21.8419745445958,22.0278238953145,20.6377169074661,18.2458042920249,20.2901822017406,22.4259429260923,22.6090197065918
Australia,AUS,Income share held by lowest 20%,SI.DST.FRST.20,..,7.5,..,7.4,..,7.3,..,..,..,..
Australia,AUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.6809068044195,22.3199755837758,23.4740606091639,24.1240577727471,25.2720792022262,25.3864557192621,25.4208652512055,27.48251427159,27.6508823908584,25.9679592495713
Australia,AUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-0.623858470510584,-0.663157619625991,3.65318441813451,1.86901478899458,3.46820261012924,1.88550119010648,3.0799498600023,7.17553361510235,6.51199894950456,2.6265456903831
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.4,82.4487804878049,82.5,82.7487804878049,82.9,83.2,83.3,83.2,83.0512195121951,..
Australia,AUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,29.3188828250209,32.2143762704217,34.6950072988726,34.4922875434639,35.3673131582961,34.8270177571565,38.9294709807932,42.692638562881,38.1244877490396,36.3977534507021
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.9536335918401,2.08852965041326,2.00423296452333,1.89568807978324,1.88096042981802,2.01065640494339,1.99027820211932,1.90833557385416,1.92219906285917,..
Australia,AUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,107.608,109.129,107.8,110.033,109.753,104.93,105.119,109.469,112.513,..
Australia,AUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,3.9,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,..
Australia,AUS,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,100,99.9,116.4,118.6,130.2,131.2,163.7,181,172.2,..
Australia,AUS,Net migration,SM.POP.NETM,212350,254648,255023,226412,207142,44447,116768,140972,140232,138510
Australia,AUS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2174651380.40477,2056844753.41069,2001928453.24729,1867930551.38816,1762645594.80964,1197283915.03099,936423063.167016,1307030458.6425,1727370708.31298,1893434964.20227
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,3.10011259648803,3.14493553058884,3.19715601363491,3.24534491589985,3.29365056253104,3.33452695130798,3.33922844714392,3.38199835673854,3.46499060064846,..
Australia,AUS,Population growth (annual %),SP.POP.GROW,1.43921665259925,1.56194049810399,1.64682779735017,1.49599671041328,1.47749071058438,1.23342825131378,0.14089508329287,1.27269881377618,2.42431553908742,2.05004113352233
Australia,AUS,"Population, total",SP.POP.TOTL,23815995,24190907,24592588,24963258,25334826,25649248,25685412,26014399,26652777,27204809
Australia,AUS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,0.5,..,0.5,..,1,..,..,..,..
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Australia,AUS,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,24.5087167867797,24.863111114328,24.8416213648298,25.8433968768407,26.0764158312018,25.2824521626533,25.6932278976825,26.2050551660302,..,..
Australia,AUS,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.665489196777,101.180686950684,100.637657165527,100.398712158203,100.199699401855,99.9011077880859,99.9291534423828,99.1329879760742,99.3657531738281,..
Australia,AUS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.925260007381439,0.925170004367828,0.937539994716644,0.968850016593933,0.964070022106171,0.979290008544922,..,..,..,..
Australia,AUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,159.110763549805,155.594390869141,153.576126098633,136.105545043945,144.056564331055,137.490737915039,135.526565551758,133.277267456055,134.099243164062,..
Australia,AUS,Surface area (sq. km),AG.SRF.TOTL.K2,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,..
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,21.8740706763168,22.2755221320286,22.1103686445861,23.2084449619852,23.4084400141939,22.5909248948989,23.0612679317794,23.6279512463691,..,..
Australia,AUS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,28.7,28.6,29.7,29.7,29.9,30.4,32.1,32.1,32.1,33.5
Australia,AUS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Urban population growth (annual %),SP.URB.GROW,1.55480059894141,1.67739012761928,1.76796847637971,1.62163632137038,1.60762467607999,1.36918474912152,0.281103300397357,1.41848597605496,2.57336049684863,2.20347308455882
Brazil,BRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,61.779,58.372,56.558,54.287,50.958,47.46,45.67,42.881,42.686,..
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.31914942964047,4.89135358790863,4.60059169568986,4.4203993038464,4.20501409463474,5.71148511499007,6.5587626121061,5.76747490819457,6.02306023526246,5.57967431437384
Brazil,BRA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.1280692457163,1.17134781840664,1.16021904257198,1.17470411588059,1.19130895601484,1.18494912559618,1.18901254195372,1.20014131778838,..,..
Brazil,BRA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,98.2,98.6,98.7,98.8,98.4,98.4,..,..,..,..
Brazil,BRA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2628.0976910972,2592.61337303819,2610.16613569938,2640.41643831267,2661.18328561313,2624.84323723758,2723.96659104663,2787.76089640442,2916.48609397384,..
Brazil,BRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1482.02057858653,1414.8979311951,1431.95949698072,1403.40232453429,1415.83477031974,1379.24649914162,1430.3934661032,1432.72741132919,1481.22439922518,..
Brazil,BRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,12.900191418386,12.4666790429968,12.5189678698768,14.6349994955075,14.1229191913178,16.4535520094071,19.1094303688709,19.6307650034371,17.9693243032741,18.0146799833275
Brazil,BRA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,543397356309.8,543257228545.3,543000470110.9,557765380774.6,568708887352.2,549325935898.2,571530916149.8,579468087189.4,607115489833,..
Brazil,BRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.777,1.727,1.74,1.744,1.705,1.653,1.638,1.629,1.619,..
Brazil,BRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,64738153494.44,74294627801.19,68885491315.23,78183840044.98,69174411753.45,38270116307.45,46440503520.19,74606361830.23,62441880089.95,71069145546.2
Brazil,BRA,Forest area (sq. km),AG.LND.FRST.K2,5038850,5020820,5000920,4990510,4977990,4966196,4953910,4941960,4929787.518,..
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1802212206814.5,1795693482853.01,2063514977365.65,1916933898010.99,1873288205059.69,1476107231310.49,1670647398904.9,1951923942083.32,2191131765684.63,2179412080828.59
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.54576339269425,-3.27591690782192,1.32286905404399,1.783666761634,1.22077782360842,-3.2767587964736,4.76260437908608,3.01669435393015,3.24165532906981,3.39586645454844
Brazil,BRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,10330,9050,8830,9320,9410,8080,8060,8440,9310,9950
Brazil,BRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,14540,14010,14290,15030,15640,15770,17510,19300,20500,21650
Brazil,BRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2084247076763.26,1839991782355.98,1808496550076.77,1920050002203.86,1953066788958.56,1686362765413.99,1689214233969.27,1774306722169.84,1966123812518.7,2108530453342.57
Brazil,BRA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2932875378900.44,2846197824931.42,2924570810575.36,3098565570875.8,3244270827520.15,3289682051766.51,3669595464515.07,4059062517984.4,4329167193275.69,4589247204333.25
Brazil,BRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.4116258675005,14.9695469721031,14.6255875978858,15.0950416291605,15.5167908009424,16.1158206039466,19.5218850206383,18.0882204442366,15.7606472065087,16.9097275627217
Brazil,BRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,14.4858996246715,16.0001642772964,14.3118892236086,14.7442418256611,14.0668052120423,11.3500942678804,9.00155420026002,9.11134627987528,9.849149349554,11.1103644206652
Brazil,BRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,96,95,87,92,91,79,73,81,87,93
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.0534345189741,12.0670030347037,11.8007665044289,14.2412038808791,14.7673386785785,15.8485265343869,18.5469003909373,19.1853009729027,15.6969055268697,17.5165402609182
Brazil,BRA,Income share held by lowest 20%,SI.DST.FRST.20,3.6,3.3,3.2,3.1,3.1,4.5,3.3,3.6,3.7,..
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,19.3600439818506,18.3547582766688,18.188502309123,18.7490514528298,18.754627572495,19.5061183894885,22.1234751955181,22.819456851691,22.1441739234284,21.3282214757521
Brazil,BRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,7.56617500668908,8.10360437618169,3.67138450274919,4.4935343282916,4.22425886342708,6.47249962315726,13.0472708601388,8.57028196165616,5.15950107377019,3.79801408025078
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.106,75.081,75.383,75.633,75.809,74.506,73.038,74.872,75.848,..
Brazil,BRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,20.37728956731,18.0862715770398,18.4560327488485,22.1567368828263,22.1156039354232,25.4396152281305,30.8566008804677,32.0904409488135,27.0365301292093,28.2186193886832
Brazil,BRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.36551715396161,1.34797541299482,1.41402166797586,1.46967772350671,1.38279724638797,1.32666026860555,1.16368211072875,1.06984583971521,1.07876906016448,..
Brazil,BRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,127.836,120.101,108.093,101.602,97.3747,98.6456,104.825,101.245,101.02,..
Brazil,BRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,16,16.8,15.4,15.2,15,14.9,14.7,14.6,14.4,..
Brazil,BRA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,100,102.4,108.2,106.9,107,107.7,123.2,114.5,117.2,..
Brazil,BRA,Net migration,SM.POP.NETM,-173611,-92989,-156296,-230334,-129216,-78437,-208581,-253639,-240059,-225510
Brazil,BRA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1003186096.19141,674627136.230469,273873596.191406,444970092.773438,273563262.939453,613681701.660156,1115631103.51563,578414184.570313,699971862.792969,..
Brazil,BRA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2896909951.71,2739786526.59,2698770651.24,2933489276.49,3213621676.71,3566219438.48,4102018147.7,4973758734.57,4433700953.4,4902400448.25
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,24.1292359304821,24.3137963709629,24.4915070817191,24.659465024515,24.8207686159839,24.9649852718428,25.0714027283582,25.161867951482,25.2616884857157,..
Brazil,BRA,Population growth (annual %),SP.POP.GROW,0.791721773592796,0.761972670496742,0.72824666001736,0.683439571425594,0.651994346081362,0.579350709708032,0.425360907216456,0.360180890872169,0.395928695574996,0.405467027627251
Brazil,BRA,"Population, total",SP.POP.TOTL,201675532,203218114,204703445,206107261,207455459,208660842,209550294,210306415,211140729,211998573
